28330.2,18.7304
51027.7,14
51664.1,15.4458
53806.7,13.0015
56133.4,54.5762
56690.7,18.5666
56776.1,15.6932
57083.4,22.3461
57298.3,25.806
56789,14
58344.6,38.4363
57114.9,13.5281
57831.1,21.9182
57585.3,13.1808
57952.2,14.82
58318.8,13.0809
58758.1,16.0584
60892.4,44.9337
59222,12.9998
59920.8,22.6915
59528.2,12.5712
59776.4,12.621
60040.3,12.5458
60163.3,13.2444
60767.7,24.0178
60043,14
60319.3,12.632
60205.5,13.303
60861.7,20.6547
60492.3,12.6037
61013.7,17.807
60907,14.3361
61673.7,21.0234
62119.6,26.7829
61909.7,14.9542
62467.5,21.2736
62195.6,12.7966
63174.6,27.0122
63979.1,36.2961
62680.9,13.5005
64156.3,37.1775
62912.2,12.818
64357,37.0342
63677.9,13.7954
63734.9,13.6835
63959.8,13.0736
63959.8,14
64589.8,17.3724
65360.2,33.5524
64358.1,13.2273
64629.5,12.5297
65140.4,14.732
65672.1,21.8553
65089,14
66031.2,26.6908
66157,13.7689
67170.8,27.5688
67296.6,13.7689
67701,14
67701,14
67742.6,13.7689
67784.2,13.7689
68266.2,12.7372
69437,30.2363
68681,14
68740.5,13.6694
68740.5,14
69061.7,13.5408
69903.6,13.8264
69994.3,13.4958
69986.7,13.5408
70109.7,13.8071
70149,14
70331.9,12.9839
71794.4,35.8195
70643.7,13.1154
70892.2,16.9586
71132,21.2613
71514.5,26.4226
70889,13.053
72204.6,34.0849
71157,14
73240.3,49.8604
73236,12.7944
73843.1,19.6157
74022.4,19.7767
74211.2,22.7425
75236.8,41.1037
84682.9,67.6215
